id,station_id,time,weather,temperature,pressure,humidity,wind_direction,wind_speed
3154985,beijing_grid_150,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1011.2679,34.0,358.72,8.99
3154986,beijing_grid_151,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1004.2917,33.0,0.42,8.09
3154987,beijing_grid_152,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,991.577,31.0,3.27,7.58
3154988,beijing_grid_153,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,975.6202,31.0,1.57,7.54
3154989,beijing_grid_154,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,950.3112,30.0,2.75,8.24
3154990,beijing_grid_155,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,939.4448,29.0,354.81,9.44
3154991,beijing_grid_156,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.3,932.18,27.0,347.62,12.34
3154992,beijing_grid_157,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.3,924.9153,25.0,343.21,15.36
3154993,beijing_grid_158,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,927.0351,24.0,332.38,15.09
3154994,beijing_grid_159,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,929.1549,23.0,321.55,15.37
3154995,beijing_grid_160,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,926.4155,23.0,314.66,14.52
3154996,beijing_grid_161,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,918.8171,25.0,310.22,12.19
3154997,beijing_grid_162,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,911.2186,27.0,303.74,9.96
3154998,beijing_grid_163,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,903.2848,28.0,320.2,10.37
3154999,beijing_grid_164,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,12.0,895.3511,29.0,334.37,11.54
3155000,beijing_grid_165,2018-05-02 01:00:00,CLEAR_DAY,12.0,888.533,30.0,340.44,12.54
3155001,beijing_grid_166,2018-05-02 01:00:00,CLEAR_DAY,12.0,882.8304,32.0,340.77,12.92
3155002,beijing_grid_167,2018-05-02 01:00:00,CLEAR_DAY,12.0,877.1278,33.0,341.08,13.31
3155003,beijing_grid_168,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1018.2382,35.0,357.35,11.93
3155004,beijing_grid_169,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1017.1344,35.0,359.14,11.61
3155005,beijing_grid_170,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1016.0307,34.0,1.02,11.3
3155006,beijing_grid_171,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1013.5751,33.0,3.02,10.71
3155007,beijing_grid_172,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1009.7676,31.0,5.36,9.82
3155008,beijing_grid_173,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1005.9601,29.0,8.15,8.96
3155009,beijing_grid_174,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,986.0934,29.0,7.49,8.94
3155010,beijing_grid_175,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,966.2267,28.0,6.83,8.92
3155011,beijing_grid_176,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,953.126,27.0,0.4,9.96
3155012,beijing_grid_177,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,946.7913,25.0,351.52,12.29
3155013,beijing_grid_178,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,940.4565,23.0,345.58,14.82
3155014,beijing_grid_179,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,937.5377,23.0,334.47,14.24
3155015,beijing_grid_180,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,934.6189,23.0,322.88,14.22
3155016,beijing_grid_181,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,930.1062,24.0,316.62,13.51
3155017,beijing_grid_182,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,923.9995,25.0,315.22,11.67
3155018,beijing_grid_183,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,917.8929,27.0,313.29,9.85
3155019,beijing_grid_184,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,910.0636,28.0,327.25,10.71
3155020,beijing_grid_185,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,12.0,902.2344,29.0,338.59,12.09
3155021,beijing_grid_186,2018-05-02 01:00:00,CLEAR_DAY,12.0,896.1403,30.0,342.33,12.91
3155022,beijing_grid_187,2018-05-02 01:00:00,CLEAR_DAY,12.0,892.562,31.0,338.91,12.76
3155023,beijing_grid_188,2018-05-02 01:00:00,CLEAR_DAY,12.0,887.4227,32.0,338.58,12.85
3155024,beijing_grid_189,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1018.3327,34.0,1.26,12.93
3155025,beijing_grid_190,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1017.4255,33.0,3.41,12.95
3155026,beijing_grid_191,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1016.5184,32.0,5.55,12.98
3155027,beijing_grid_192,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1015.0092,31.0,7.7,12.65
3155028,beijing_grid_193,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1014.1561,28.0,12.01,12.88
3155029,beijing_grid_194,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1010.7868,27.0,12.72,11.29
3155030,beijing_grid_195,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,998.2192,25.0,13.26,11.13
3155031,beijing_grid_196,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,984.0156,24.0,12.26,10.36
3155032,beijing_grid_197,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,972.5452,24.0,6.86,10.56
3155033,beijing_grid_198,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,962.9901,23.0,357.68,11.65
3155034,beijing_grid_199,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,953.4349,23.0,350.23,12.99
3155035,beijing_grid_200,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,949.4312,23.0,338.67,12.28
3155036,beijing_grid_201,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,945.4276,23.0,326.26,12.11
3155037,beijing_grid_202,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,941.0569,24.0,320.32,11.89
3155038,beijing_grid_203,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,936.3192,25.0,320.87,11.18
3155039,beijing_grid_204,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,931.5815,26.0,321.5,10.48
3155040,beijing_grid_205,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,920.8834,27.0,330.84,11.41
3155041,beijing_grid_206,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,12.0,910.1852,28.0,338.6,12.59
3155042,beijing_grid_207,2018-05-02 01:00:00,CLEAR_DAY,12.0,902.36,29.0,340.29,13.03
3155043,beijing_grid_208,2018-05-02 01:00:00,CLEAR_DAY,12.0,897.4078,30.0,336.83,12.61
3155044,beijing_grid_209,2018-05-02 01:00:00,CLEAR_DAY,12.0,892.4556,31.0,333.15,12.24
3155045,beijing_grid_210,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1018.4272,33.0,4.59,13.98
3155046,beijing_grid_211,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1017.5039,31.0,8.39,14.86
3155047,beijing_grid_212,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1017.0062,31.0,9.02,14.72
3155048,beijing_grid_213,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1016.4434,29.0,11.11,14.66
3155049,beijing_grid_214,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1016.0285,27.0,13.33,14.15
3155050,beijing_grid_215,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1015.6135,25.0,15.72,13.66
3155051,beijing_grid_216,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1007.427,22.0,15.95,12.67
3155052,beijing_grid_217,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1003.6299,20.0,15.63,12.31
3155053,beijing_grid_218,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,991.9645,20.0,12.58,11.27
3155054,beijing_grid_219,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,979.1889,21.0,4.46,11.16
3155055,beijing_grid_220,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,966.4133,23.0,356.35,11.27
3155056,beijing_grid_221,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,961.3248,23.0,344.42,10.41
3155057,beijing_grid_222,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,21.0,956.2363,23.0,331.03,10.07
3155058,beijing_grid_223,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,952.0077,24.0,325.16,10.34
3155059,beijing_grid_224,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,948.6389,25.0,326.98,10.81
3155060,beijing_grid_225,2018-05-02 01:00:00,CLEAR_DAY,15.0,945.2702,26.0,328.66,11.29
3155061,beijing_grid_226,2018-05-02 01:00:00,CLEAR_DAY,15.0,931.7031,27.0,334.0,12.14
3155062,beijing_grid_227,2018-05-02 01:00:00,CLEAR_DAY,15.0,918.1361,28.0,338.61,13.08
3155063,beijing_grid_228,2018-05-02 01:00:00,CLEAR_DAY,12.0,908.5797,29.0,338.29,13.16
3155064,beijing_grid_229,2018-05-02 01:00:00,CLEAR_DAY,12.0,903.0341,29.0,333.06,12.4
3155065,beijing_grid_230,2018-05-02 01:00:00,CLEAR_DAY,12.0,897.4884,30.0,327.2,11.75
3155066,beijing_grid_231,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1018.3059,32.0,7.75,15.26
3155067,beijing_grid_232,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1017.8566,31.0,8.95,15.46
3155068,beijing_grid_233,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1017.3383,29.0,10.9,16.05
3155069,beijing_grid_234,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1016.8026,28.0,12.33,16.17
3155070,beijing_grid_235,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1016.2496,26.0,13.38,15.81
3155071,beijing_grid_236,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1015.6965,24.0,14.47,15.47
3155072,beijing_grid_237,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1011.3079,22.0,14.5,14.28
3155073,beijing_grid_238,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1006.048,19.0,14.36,12.8
3155074,beijing_grid_239,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1000.4251,19.0,11.69,12.11
3155075,beijing_grid_240,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,988.5533,20.0,2.72,11.23
3155076,beijing_grid_241,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,983.2255,20.0,358.5,10.95
3155077,beijing_grid_242,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,978.6325,21.0,347.57,9.97
3155078,beijing_grid_243,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,21.0,974.0394,22.0,334.84,9.42
3155079,beijing_grid_244,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,21.0,965.7914,23.0,328.74,9.6
3155080,beijing_grid_245,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,953.8886,25.0,329.97,10.16
3155081,beijing_grid_246,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,941.9858,27.0,331.07,10.72
3155082,beijing_grid_247,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,932.0763,27.0,334.58,11.45
3155083,beijing_grid_248,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,922.1667,27.0,337.66,12.22
3155084,beijing_grid_249,2018-05-02 01:00:00,CLEAR_DAY,12.0,912.5021,28.0,337.18,12.17
3155085,beijing_grid_250,2018-05-02 01:00:00,CLEAR_DAY,12.0,902.5221,29.0,332.74,11.1
3155086,beijing_grid_251,2018-05-02 01:00:00,CLEAR_DAY,12.0,893.6625,30.0,328.16,10.51
3155087,beijing_grid_252,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1018.3224,31.0,8.85,15.84
3155088,beijing_grid_253,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1017.9964,30.0,10.75,16.6
3155089,beijing_grid_254,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1017.6648,27.0,12.9,17.67
3155090,beijing_grid_255,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1017.1618,26.0,13.33,17.68
3155091,beijing_grid_256,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1016.4707,25.0,13.41,17.48
3155092,beijing_grid_257,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1015.7795,23.0,13.49,17.27
3155093,beijing_grid_258,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1013.9067,21.0,13.28,15.8
3155094,beijing_grid_259,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1012.0339,19.0,13.03,14.32
3155095,beijing_grid_260,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1009.2368,18.0,11.0,13.01
3155096,beijing_grid_261,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1007.1368,18.0,6.23,11.74
3155097,beijing_grid_262,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1000.0378,18.0,0.77,10.65
3155098,beijing_grid_263,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,21.0,997.4163,20.0,348.68,9.27
3155099,beijing_grid_264,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,21.0,996.5831,21.0,338.06,8.52
3155100,beijing_grid_265,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,21.0,979.5752,23.0,332.9,8.91
3155101,beijing_grid_266,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,21.0,959.1383,25.0,333.35,9.54
3155102,beijing_grid_267,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,938.7014,28.0,333.74,10.17
3155103,beijing_grid_268,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,932.4494,28.0,335.23,10.76
3155104,beijing_grid_269,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,926.1974,27.0,336.56,11.36
3155105,beijing_grid_270,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,12.0,916.4245,27.0,335.88,11.17
3155106,beijing_grid_271,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,12.0,903.1306,29.0,332.92,10.21
3155107,beijing_grid_272,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,12.0,889.8366,30.0,329.36,9.28
3155108,beijing_grid_273,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1018.3005,31.0,9.9,16.67
3155109,beijing_grid_274,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1018.0374,29.0,11.6,17.51
3155110,beijing_grid_275,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1017.7743,27.0,13.14,18.37
3155111,beijing_grid_276,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1017.2928,25.0,13.55,18.75
3155112,beijing_grid_277,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1016.4117,23.0,12.28,18.86
3155113,beijing_grid_278,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1015.8607,22.0,11.96,18.49
3155114,beijing_grid_279,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1015.1874,20.0,10.88,16.92
3155115,beijing_grid_280,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1014.7223,19.0,9.21,16.04
3155116,beijing_grid_281,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1014.2388,18.0,8.68,15.2
3155117,beijing_grid_282,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1011.2511,18.0,3.56,11.92
3155118,beijing_grid_283,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1010.3264,18.0,0.35,11.01
3155119,beijing_grid_284,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,21.0,1007.6665,20.0,354.09,10.05
3155120,beijing_grid_285,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,21.0,1002.7643,21.0,344.65,8.84
3155121,beijing_grid_286,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,21.0,988.3831,23.0,339.12,8.69
3155122,beijing_grid_287,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,21.0,963.206,26.0,338.76,9.13
3155123,beijing_grid_288,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,21.0,938.0289,29.0,338.43,9.57
3155124,beijing_grid_289,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,934.9676,28.0,338.44,10.06
3155125,beijing_grid_290,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,931.9062,27.0,338.46,10.55
3155126,beijing_grid_291,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,15.0,922.7629,27.0,337.81,10.37
3155127,beijing_grid_292,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,12.0,907.5377,28.0,336.33,9.54
3155128,beijing_grid_293,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,14.0,892.3125,30.0,334.58,8.72
3155129,beijing_grid_294,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1018.3091,30.0,10.16,17.38
3155130,beijing_grid_295,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1017.9795,28.0,11.67,18.18
3155131,beijing_grid_296,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1017.6499,26.0,13.05,19.0
3155132,beijing_grid_297,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1017.1955,25.0,13.12,19.37
3155133,beijing_grid_298,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1016.6162,24.0,11.97,19.28
3155134,beijing_grid_299,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1016.037,22.0,10.8,19.2
3155135,beijing_grid_300,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1015.5415,21.0,9.46,18.24
3155136,beijing_grid_301,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1015.046,20.0,7.98,17.3
3155137,beijing_grid_302,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1014.4219,19.0,6.18,15.81
3155138,beijing_grid_303,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1014.3386,19.0,2.44,13.73
3155139,beijing_grid_304,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1012.4397,19.0,358.85,11.5
3155140,beijing_grid_305,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1009.8606,20.0,355.85,10.6
3155141,beijing_grid_306,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,21.0,1007.5089,23.0,350.59,9.51
3155142,beijing_grid_307,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,21.0,992.2151,24.0,346.55,9.01
3155143,beijing_grid_308,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,21.0,966.0917,27.0,346.06,9.01
3155144,beijing_grid_309,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,939.9683,30.0,345.56,9.0
3155145,beijing_grid_310,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,939.6307,28.0,344.77,9.42
3155146,beijing_grid_311,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,939.2932,26.0,344.04,9.84
3155147,beijing_grid_312,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,10.5,931.5176,26.0,343.61,9.84
3155148,beijing_grid_313,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,14.0,916.3038,27.0,343.43,9.42
3155149,beijing_grid_314,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,14.0,901.09,29.0,343.23,8.99
3155150,beijing_grid_315,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,17.0,1018.3177,30.0,10.39,18.09
3155151,beijing_grid_316,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1017.9216,28.0,11.73,18.85
3155152,beijing_grid_317,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1017.5255,26.0,12.96,19.63
3155153,beijing_grid_318,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1017.0982,24.0,12.72,19.99
3155154,beijing_grid_319,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1016.6395,24.0,11.07,19.93
3155155,beijing_grid_320,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1016.1809,23.0,9.42,19.89
3155156,beijing_grid_321,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1015.765,22.0,7.59,19.4
3155157,beijing_grid_322,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,20.0,1015.3309,21.0,4.36,18.81
3155158,beijing_grid_323,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1015.4113,21.0,3.93,18.29
3155159,beijing_grid_324,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1015.7985,19.0,0.97,14.5
3155160,beijing_grid_325,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1015.1232,20.0,358.69,12.81
3155161,beijing_grid_326,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1012.6346,21.0,356.79,11.13
3155162,beijing_grid_327,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1010.4885,24.0,354.72,10.19
3155163,beijing_grid_328,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,996.0471,25.0,353.36,9.48
3155164,beijing_grid_329,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,968.9774,28.0,353.44,9.03
3155165,beijing_grid_330,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,941.9076,30.0,353.52,8.59
3155166,beijing_grid_331,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,944.2939,28.0,351.91,8.91
3155167,beijing_grid_332,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,946.6802,25.0,350.42,9.24
3155168,beijing_grid_333,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,10.5,940.2722,25.0,350.01,9.42
3155169,beijing_grid_334,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,14.0,925.0699,26.0,350.61,9.44
3155170,beijing_grid_335,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,14.0,909.8676,28.0,351.2,9.46
3155171,beijing_grid_336,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,17.0,1018.1756,29.0,10.17,18.33
3155172,beijing_grid_337,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1017.8765,27.0,11.27,18.96
3155173,beijing_grid_338,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1017.5775,26.0,12.31,19.6
3155174,beijing_grid_339,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1017.2792,24.0,11.99,19.74
3155175,beijing_grid_340,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1016.9817,24.0,10.32,19.39
3155176,beijing_grid_341,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1016.6842,23.0,8.6,19.06
3155177,beijing_grid_342,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1016.3129,22.0,6.21,19.03
3155178,beijing_grid_343,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1015.9619,22.0,4.51,19.07
3155179,beijing_grid_344,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1015.8588,22.0,2.71,18.16
3155180,beijing_grid_345,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1016.014,21.0,0.9,16.33
3155181,beijing_grid_346,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1016.1691,21.0,358.63,14.52
3155182,beijing_grid_347,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1014.2033,24.0,358.33,13.17
3155183,beijing_grid_348,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1012.6669,25.0,358.11,11.67
3155184,beijing_grid_349,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1000.5933,26.0,357.85,10.64
3155185,beijing_grid_350,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,978.458,28.0,359.51,10.07
3155186,beijing_grid_351,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,956.3228,30.0,1.38,9.5
3155187,beijing_grid_352,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,954.124,27.0,358.88,9.57
3155188,beijing_grid_353,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,951.9252,25.0,356.43,9.66
3155189,beijing_grid_354,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,10.5,944.4119,25.0,354.67,9.82
3155190,beijing_grid_355,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,14.0,931.5841,26.0,353.61,10.04
3155191,beijing_grid_356,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,14.0,918.7563,28.0,352.59,10.26
3155192,beijing_grid_357,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,17.0,1018.0335,28.0,9.95,18.57
3155193,beijing_grid_358,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,17.0,1017.8315,27.0,10.82,19.07
3155194,beijing_grid_359,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1017.6295,26.0,11.66,19.57
3155195,beijing_grid_360,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1017.4603,24.0,11.24,19.5
3155196,beijing_grid_361,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1017.3239,24.0,9.53,18.85
3155197,beijing_grid_362,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1017.1875,23.0,7.7,18.23
3155198,beijing_grid_363,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1017.0213,23.0,4.61,18.74
3155199,beijing_grid_364,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,19.0,1016.5747,23.0,3.36,19.22
3155200,beijing_grid_365,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1016.4252,23.0,1.57,18.87
3155201,beijing_grid_366,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1016.5428,24.0,359.43,17.9
3155202,beijing_grid_367,2018-05-02 01:00:00,PARTLY_CLOUDY_DAY,18.0,1016.4401,23.0,357.87,16.43
